urdu,roman-urdu
تاکہ,taa-ki
اور,khud
حنطل,hantal
چہلی,chahlii
سرکاری ترجمان,sarkaarii-tarjumaan
لپوسہ,lapuusa
رلنا,rulnaa
طاعمہ,ta'aam-e-'aruusii
عنواں,unvan
فانی,faanii
کرسچینٹی,christianity
جیگڑ,jiigad
اقتدار,Iqtadar
وطی,vatii
نقبی,naqbii
جلنار,Julnaar
saari,dukaan
پرچہ حساب,parcha-e-hisaab
نو لفٹ,no-lift
حیدر,hayder
ہرجائی,harjaaii
ضیا گیر,ziyaa-giir
گوڑھل,guudhal
اسی,use
ے ہ,yeh
گرزاڈا,garzada
کوثر,Kauser
کہتا,kehta
لفیف,Lafeef
الزام,trshy
ضرورت مند,zaruurat-mand
پرمغز,pur maghz
قانون کاری,qaanuun-kaarii
چیتا لپک,chiitaa-lapak
جواہر,jawahar
خرمن,Khirman
بےحیائی,behayaayi
حنجوف,hunjuuf
کیخسرو,kekhusrau
ستم گار,sitamgaar
نو پیدائش,nau-paidaaish
تحقیر,tehqeer
ندیداپن,nadiidaa-pan
کا,haq
نکسلی,naksali
کرے,kere
ضیاء النساء,Zia Un Nisa
چپکا,chup
سبک باری,subuk-baarii
رکھونت,rakhaunt
پھانپا,phaanpaa
لہٰذا,ho
زعم,zoam
ہوں,lagi
کھسکنا,khiskana
تعزیر,Taazeer
ہتھیانہ,hathiyaanah
حسن آراء,Husn Aaraa
زور زور سے,zor-zor se
تلوائی,talvaaii
پلانے,pelane
میر عسکر,miir-'askar
دعائے سریانی,du'aa-e-suryaanii
قلعہ,qila'
برادر,baraadar
موہبہ,Mawhiba
دشمناں,dushmanan
سہل الممتنع,sahl-ul-mumtane'
دلور,dil aawar
انجام کو,phnchnanjaam ko pahonchaana
تاجکستان,hindustan
بازی,baazii
بندا,banda
کچک,kachak
خود داری,khud-daarii
غصالا,gusaalaa
عمادودین,Imaduddin
سوزناک,soz-naak
سگ دیوانہ,sag-e-diivaana
امام دستہ,imaam-dasta
خطرا,khatraa
کلپا,kalpaanaa
واعد,Waaid
اصدقیت,asdaqiyyat
رعد,raa'd
چاہیے,honi
کود,kuud
صدقی,Sidqi
پچھائی دھوک,pichhaaii-dhuuk
کارپینٹر,carpenter
درد و گداز,dard-o-gudaaz
اپناتا,apnata
تاکید,taakiid
چلم,chilam
من مورکھ,man-muurakh
پنچایت,panchaayat
منان,mannaan
مکالموں,mukaalmon
سیدین,sayyadain
شکست توبہ,shikast-e-tauba
چن کھاؤ,chun-khaauu
حوت,Huut
کولاب,Kolaab
مسماع,mismaa'
پادری,Padree
miyaani,hukuumat
براجمان,biraajmaan
ڈرتے,nahin
المعجم,almojam
دربان,darbanaisey
گجر بجے,gajar-baje
چیچیسٹر,chichester
تانتو,taantuu
عبد النصیر,Abdul Nasser
ماہنامہ,maahnama
تانگ,taang
چمٹنا,chimatnaa
سایوں,saayo
تاسلا,taaslaa
دار,shigaaf daar
متضادالمعنی,mutazaad-ul-maa'nii
دو پاکھی,do-paakhii
قرقرا,qarqaraa
رکتے,rukte
ہر,par
مہجوری,mahjuurii
یمامہ,yamama
فضیحتا,fazeehatan
کینٹکی,cantaki
اشارت,ishaarat
مریر,Marir
کہیں نہ کہیں,kahiin na kahiin
رقیہ,Ruqayyah
نغارہ,nagaara
جھڑجھڑا,jhadjhadaahat
مشغلہ,mashghala
لازب,Laazib
ایراں,iran
آنڈو بیل,aanduu-bail
کرتے,mansoob
خطر,khatar
âdam,e ta^aawun
نوارا,nivaaraa
پن چھٹا,pan-chhutaa
ملک ملک کر,malak malak kar
عبادت,Ibadat
زود رنج,zuud-ranj
سادھارن,saadhaaran
تعارض,ta'aaruz
نئی,nayi
سنگی,sangi
نیوڈ,nude
نام ور,naam vird-e-zabaan honaa
تحفیظ,Tahfiz
بران کوٹ,bran-coat
بونٹ,bont
قرولتائی,quruultaaii
لنگ پرست,ling-parast
جلسان,Jelsaan
سال, sal
کھلوں,khuluungaa
حفظ نفس,hifz-e-nafs
ساجن,saajan
صرف,wahi
ہماز,hamaaz
معنون,maanawan
عائشہ ا,aisha
خوک,khuuk
موسل,muusal
دھیر,dher
تبتیل,tabtiil
عامد,Aamad
نامحرمانہ,naa-mahramaana
خندیدگی,khandiidagii
موپلا,moplaa
صلح,aur
موسم شناس,mausam-shanaas
بصر,basar
دجالیت,dajjaaliyyat
گجھی,gujhii
نواتی,nawaati
ٹریڈ مارک,trade-mark
سيپٹيمبير,september
ناللے,Nallely
مقیمانہ,muqiimaana
شیبا,Sheeba
ماندہ,maanda
موم جامہ,mom-jaama
نہر مقطار,nahr-e-miqtaar
سمٹاؤ,simtaao
جبار,jabbaar
خطایا,khataayaa
جبریل,jibriil
تمام,Tammam
انشائیہiñSHaa,iyah
لکڑہارا,lakad-haaraa
یہودی,yahuudii
جائ,jaae
حیا,Hiya
واضع,vaaze'
زرمہر,zar-e-mahar
محتوم,mahtuum
حرف مضموم,harf-e-muzmuum
گھاؤ,ghaav taaza honaa
پر,dawood
ایاد,Ayad
وائس پریزیڈنٹ,vice-president
مسئلہ,maslaa
مناکح,manaakih
بدکنے,par
اخویت,akhviyat
بوڑھا,khud
بانگی,Bangi
زمخت,zamakht
صباحا,Subaha
سمطر,Samtr
نچلی منزل,nichlii-manzil
صوفیا,Sufiya
عضروط,Uzroot
باحیات,baa-hayaat
رضاعی ماں,razaa'ii-maan
سٹڈیز,studies
صبا,Sabaa
کویسچن,question
سعی لاحاصل,sa'ii-e-laa-haasil
خیر خیرات,khair-khairaat
چاہیں،,chaahe
غلط العوام,galat-ul-'avaam
گلوچ,galoch
نکھاد,nikhaad
مقابلات,muqaabalaat
تیسرا,teesra
نظرآتا,nazar aata
نغمہ نوازی,nagma-navaazii
تابعی,tabee
چھے,chhe
بلامبالغہ,bila-mubaalgha
کہ,wo
کیڑیاں,kiidiyaan
بھونگڑ,bhongad
مجہول الاسم,majhuul-ul-ism
مینیسوٹا,menisota
ندرت اشتمال,nudrat-e-ishtimaal
پہناتا,pahnata
طرافہ,Tarafah
بطریق,batreeq
جراثیم کش,jaraasiim-kush
آسیا,aasiyaa
کرلیا,liya
رونی,Roni
نمائشی انداز,numaaishii-andaaz
جہد,johd
معتکفانہ,mo'takifaana
کے, ke
پہنچائے,faeda
قوت,khuwwath
دکھن,dukhan
تکیہ,takyah
ماہنامہ الضیاء,maahnama-al-ziya
سورنجان,suuranjaan
رفیع المکان,rafii'-ul-makaan
بتراضی طرفین,ba-taraazii-e-tarafain
الجموح,al-jumooh
جہاں بان,jahaan-baan
رفتگانی,raftagaanii
لیست,Leest
تاریخ معنوی,taariikh-e-maa'navii
مطلوبہ,matlooba
فہیم,fahim
بنیادی خاندان,bunyaadi khaan daan
شامت اعمال,shaamat-e-aa'maal
رہے,beh
فصل الخطاب,fasl-ul-khitaab
سبک,sabaq
مترجمین,mutarjimiin
رائٹنگ,hand-writing
ذرائع,zariye
کلیلہ,Kelila
ہو؟,ho
پہرے میں,pahre men
تھا,usreyasheer
خوبی,khuubi
متلاطم,mutalaatim
طفرہ,tafra
آرامش,Aaraamish
واسکٹ,wascat
مناکا,manaakaa
غیرت کش,gairat-kush
اس,har
اجنبیت,ajnabiyat
گردش چشم,gardish-e-chashm
نراکار,niraakaar
کبریا,Kibria
ظہور,zuhur
ابدالی,abdaalii
روندنا,raundnaa
پنس,panas
مداح,madah
عبوری منافع,ubuurii-munaafa'
اشکہ,Ashkah
اقارب,iqareb
کےعذاب,azaab
انہدام,inhidaam
ناز,Naaz
اگلا,agla
میر سامان,miir-saamaan
الحمد,alhamdolillah
عقد ثانی,aqd-e-saanii
ہجراں,hijran
دکھنا,dikhnaa
تفسیرداں,tafsiir-daan
التوابين,tawwabin
یازان,Yazan
بھیج,di
سکیلا,sakelaa
کے,parvardigaar
نو غنچگی,nau-gunchagii
شیر خواری,shiir-khvaarii
قانونی,qaanuunii
اگائی,ugaayi
خود نوشت,khudnawisht
رشحات,rashhaat
بھومک,bhaumik
پان لال,paan-laal
جاں بخش,jaan-bakhsh
کوڑا جمال شاہی,kodaa jamaal shaahii
بھڈورہ,bhadaura
متغیر,mutaghayyir
جھوک,jhok
طالعہ,Talia
سمندروں,samundron
بخدن,Bakhdan
پاؤں,pttkhn
گہری نیند,gahrii-niind
پستانیہ,pistaaniya
تھکا ہارا,thakaa-haaraa
بھیٹ,bhet
خدمت رسیدہ,khidmat-rasiida
سڑ,sad
آپس,mein
ناولانہ,novelaana
اعضاء,tashriih-e-aa'zaa
ریوالی,Rewali
دسترخوان,dastar-khvaan
پانجر,paanjar
فریادی,fariyaadii
کنٹریکٹر,contractor
کو,allah
فصیلہ,Fusaylah
موپے,mo pai
خط گلزار,khat-e-gulzaar
گسترش,gustarish
نڈال,nidaal
بیچ کی کڑی,biich kii kadii
جھٹک پٹک کر کے,jhatak patak ke
دجلہ,Dajlah
نیا نکور,nayaa-nikor
قدرتی نالیاں,qudratii-naaliyaan
مست ملنگ,mast-malang
علیہ,hazrath
ون ڈے,one-day-cricket-match
شب داری,shab-daarii
شاذ و نادر,shaaz-o-naadir
نزیل,Nazeel
تغریر,Taghreer
قرق پذیر,qurq-paziir
ارتقاء,taa'liimii-o-tarbiyatii-irtiqaa
آن,aan
جرس,jaras
بدھو,buddhu
داؤ,daav
جازی,Jazee
عرشمان,Arshman
دراکی,darraa-kii
حقنی,haq-niyosh
تن تن,tun-tun
انکار,khrn
حدثان,Hidsan
بددیانتی,bad-deyaanati
حربت,hurbut
وا ماندگان,vaa-maandagaan
ناصبور,nasubur
رگیدتے,ragedte
تاڑ پتر,taad-patr
نو آباد کار,nau-aabaad-kaar
چاہتا,chaahtaa
نپی تلی,napii-tulii
چلاتے,haath chalte chalaate
حج,ki
بتانے,bitanay
مقسم,maqsam
فضائیہ,fizaaiya
رخش,Rakhsh
ہوا,hai
وہاب,Wahhab
اسحق,ishaq
طبعی نظام,taba'ii-nizaam
احزم,Ihzam
پلاٹینم,platinum-jubilee
ڈرامائیت,daraamaaiyat
ناکام ہونا,naa kaam hona
دے,dijiye
اننت درسن,anant-darsan
مناع,mannaa'
رہا،,raha
رونٹگی,rauntgii
پشتو,pashtu
چکھاتے,chakhate
موصل,mosul
التہاب,al tahaab
آرندہ,Aarindah
مفتی,Mufti
ڈیری فارمنگ,dairy-farming
کمزور,kamzor
خدا فہمی,khudaa-fahmii
نتھلی,nathlii
مندانہ,mandan
کھرنڈ,khurand
کشٹ,kasht
صغر,Sigher
چرخازنی,charkhaa-zanii
بلاغت ا,balaagat-e-iltiyaam
لیبر کمشنر,labor-commissioner
فواطم,favaatim
عالم,Alam
عبد الحئی,abdul hai
أملخیر,Ummulkhair
نسخ ٹائپ,naskh-type
صدیق,seddiq
سالیل,Salil
نور محل,nuur-mahal
شبانہ روز,shabaana-roz
بکس,box
muft,khaadim
سرنگوں,nuguun
گہری گنتی,gahrii-gintii
دولت,dolat
اکولا,akaulaa
معانی آفرینی,ma'aanii-aafriinii
تحقیر,taehqiir
جیل خانۂ دیوانی,jail-khaana-e-diivaanii
چھیچھڑا,chhiichhdaa
پیشگی,peshgi
لازق,laaziq
حمائل,Hamael
ایصالی,iisaalii
شراب,sharab
بیہقی,behqi
چالیں,se
حق داری,haq-daarii
کوئي,koi
کارٹا,karta
مگس اسپ,magas-asp
با عصمت,baa-'ismat
طبقاتی,tabqaatii
اجر کریم,ajr-e-kariim
پہلوی خط,pahlavii-khat
سنبل,Sunbal
الم نشرح,alam-nashrah
کوکلي,quickly
مرض ایدیسن,maraz-e-addison
سندمتصل,sanad-e-muttasil
بلندگیر,baland-giir
خداوند مجازی,Khudawand-e-Majazi
گہن ناقص,gahan-e-naaqis
آفات,aafaat
جگت,jagat
عارب,Aarab
ماند,khrnmaand karna
اوران,uranium
جوتشی,jotishii
کھانوں کی,fhrstkhaanon ki fehrist
برعکس,bar-aks
اٹھائی,uthaaii
دروغ پا,darog-paa
خمستان,khumistan
مانگی,mangi
خلائی,khalaai
جاتری,jaatrii
نزدیک تھے,nazdiik the
پچاسیواں,pachaasii-vaan
واقعی,waqe
تلنگی,tilangii
طبع آوارہ,tab'-e-aavaara
رحمت,ke
میرج,marriage-hall
زر سالانہ,zar-e-saalaana
لوگوں,se
پژمان,Pazhman
نشیل,nashiile
ٹوفلر,toffler
ٹکٹ چیکر,ticket-checker
بربط,barbat
مورتی,moorti
لوہار,lohar
سروپ,Sarop
کمر,qamar
قشر,qashar
ترجاتک,tirjaatak
گاچی,gaachii
چاشنی,chashni
خط,khate
آجانا,meyn
نہتے,ndz my
شاہدین,shaahidain
حاضریہ,haaziriyya
راج الوقت,raijul waqt
منھ,mu
پھوٹی,phuuti
ٹمنا,tumnaa
نفاخہ,naffaakha
کیاکہ,kyaa kahaa
لوٹیں,mazey
طومار نویسی,tuumaar-naviisii
بسول,basola
سانبھر,saambhar
پرنالہ,parnaalaa bahnaa
ہماری,bandi
کواغذات,kavaagizaat
بسر,basr
پچھیاں,pachhaiyaan
غسل,ghusal
کیھتولک,catholic
گاو,gaau
مجارحہ,mujaaraha
کار آموزی,kaar-aamozii
کلام مجید,kalaam-e-majiid
تکسیر,taksiir
حرقہ,hurqa
رسن تاب,rasan-taab
لائتھو,laaitho
فوجی ڈسپلن,faujii-discipline
بدیا,Biddiyaa
واہ رے,vaah-re
پیروتار,piiruutaar
پرگنات,parganaatii-jam'
فہمی,fahmi
مخاصمت پسند,mukhaasamat-pasand
مثبت,musbat
بُوجُدت,Bujudat
تلمذ,talammuz
کانیرو,kong
عثمان غنی,usmaan-ganii
خانہ بر انداز,khaana-bar-andaaz
بروٹھا,barothaa
جون,june
کو,khuda
naa,takaan
کنبہ پرور,kumba-parvar
نے,logo
ذکر بالاخفا,zikr-bil-ikhfaa
حق آشنائی,haq-e-aashnaaii
چک ٹکڑا,chak-tukdaa
مضامین,mazaameen
ابوطالب,abuu-taalib
ہموطن,ham-vatan
اٹھکھٹوں,atkhaton
تحلیل نفسی,tahliil-e-nafsii
زندہ,zinda
روتھ,roth
دھوب گھاٹ,dhob-ghaat
شال بان,shawl-baan
نکل,nikal
تو,aqirath
موصیہ,muusiya
شطا,shattaara
شرا,Shira
پھر,raha
ہم,to
جھاڑ کی قلم,jhaad kii qalam
شریک جرم,shariik e jurm
ڈائی میکر,die-maker
تیری,bajuz
مذہبوں,mazahib
تنگ دلی,tang-dilii
واہی,waahi
جائے قیام,jaa-e-qiyaam
لنگوٹا,langotaa
فراموشین,faraamoshiin
باقی,baaqi
الوہی,uluuhii
ایجنڈا,ga
ہکل,pn hakla
بہتیرے,bahutere
سادیقی,Sadiki
نال,naal
آمادہ,amaada
عشق,bzyishq baazi
جلدی مقامیات,jildii-maqaamiyaat
فردوس مکان,firdaus-makaanii
کاغذ,kaagaz
مدعا,muddaa
سکھائی؟,sikhai
صلاحیت,ke
رومی حروف,ruumii-huruuf
الف ثانی,alf-e-saanii
جامہل,Jamahl
جانے,janey
کلنک کا ٹیکا,kalank kaa tiikaa
جگن,jagan-mohii
طاشہ,taasha
بکھیڑا,bakhedaa
عتیقہ,shnsatiiqah shinaas
امیرمنتخب,ameer muntakhab
سوار,Sawaar
تھان,thaan15
تہوار,tehwar
مجامع,majaame'
بسیمہ,Baseema
سہاگ لہر,suhaag-lahr
چند ایک,chand ek
دابرہ,Dabira
بھائی صاحب,bhaaii-saahab
آنکھوں,aansu
مسحیت,maseehiyat
کیبریا,Kibriya
ہی,hee
خیر مطلق,khair-e-mutlaq
روداہ,Raodah
شافہہ,Shafhah
پترا,patraa
ہرٹز,hertz
رخوہ,rikhva
جھنبیری,jhanbiirii
چیف,chief
غابط,Ghabit
ثمن,Samen
ارتھی,arthii
بیکا,biika
عجیب و غریب,ajiib-o-gariib
مخروط قائمہ,makhruut-e-qaaima
پر,ose
چیناں,chainan
بات کی لاج,baat kii laaj
نہ,maani
ذیرہ,ziirah
سلجھا,suljhaa
قرنا,qurna
کربلا,karbalaa
ہنہنانا,hin hinaana
سمجھتے,hai
رجعی,Rajee
شنگرفی رنگ,khshangrafi rang ka
خاشعہ,Khashiah
دھکیلے,dhakele
حافرہ,Hafra
ٹوکنی,toknii
چوپڑ بازی,chaupad-baazii
رادیہ,Radiyyah
غیر,e
المیرا,Almyra
تربیت,trbiat
زچرز,zacharz
امتصاصی,imtisaasii
مستنصر,Mustansar
بہاج,Bahij
کفر پیشہ,kufr-pesha
نوہرنی,nuuharnii
نگھرگھٹ,nighar-ghat
اور,rasool
شرمین,Shermin
ہیں,the
گناہ گاری,gunaah-gaarii
بداندام,bad-andaam
صابری,Sabri
جوابی,javaabii
تمباکو,tambaaku
بلکنا,bilaknaa
تھینک,thank
فانوس,faanuus
چرگ,charg
واشگافی,vaa-shigaafii
خدا بیں,khudaa-biin
چلبلے,chul-bule
انگلیٹ,anglet
زنگار صناعت,zangaar-e-sanaa'at
وارفتگی,varaftagi
بھید,bheyd
بڑبھسی,bud bhasyaa
اوڑھنا,orhna
majma^,hona
اُن,gharon
نرماہٹ,narmaahat
حراثت,hiraasat
بھکر,bhikkar
متانہ,Matana
کرنا,bar
طاغوتی ذہن,taaguutii-zehn
ماٹی,maatii
جاڑے,jaade
بہم,baham
مرور,maror
مظنون,maznuun
نذارت,Nazarat
حکمت ملفوظ بہ,hikmat-e-malfuuz-bih
تاریخ شمسی,taariikh-e-shamsii
عرومہ,Aruma
درونہ,Darunah
چپل,chappal
نو بلوغ,nau-buluug
چھال دار,chhaal-daar
بدکاروں,badhkaaro
چلتی,dhuup
خزانوں,qazaano
مرحلہ وار,marhala-vaar
سنکرونس,synchronous
سارے,sare
میرپور,meerpur
نازک اندامی,naazuk-andaamii
حسن سیرت,husn-e-siirat
نمچھڑا,nimchhadaa
فرحانہ,Farhaanah
ناجہ,Najah
کجاوہ,kajaava
پھٹا حال,phataa-haal
محجوب,mahjuub
سرشتہ,sarishta
با اقتدار,baa-iqtidaar
آمیزش کرنا,aamezish karnaa
حمو,humor
روزی روٹی,rozii-rotii
ناٹک منڈلی,naatak-mandlii
خمیازۂ,khamyaza
ٹوچن,tochan
پوشاک,poshak
نوید,Naveed
زبوں حالت,zabuun-haalat
معتبر,mutabar
نواشی,nivaashii
نصابیات,nisaabiyaat
معاصر تذکرہ نگار,mu'aasir-tazkira-nigaar
شگونیا,shuguuniyaa
ٹامک,taamak
تاریکیوں,andhere
سنہرے,sunehre
معموری,maa'muurii
تقرح,taqarruh
وسلم,w
غذک,gazak
نشری تقریر,nashrii-taqriir
الہ,ilaah
ایورنیو,ever new
انقلابات,inqalabaat
دبدت,dabdat
خصائص,khasais
نبات سرخس,nabaat-e-sarkhas
راجیح,Raajih
گھنیری،,ghaneri
تصدیعہ,tasdii'a
چھپی,chhapi
ممکنہ,mumkinah
نیک معاشی,nek-ma'aashii
خطاب یافتہ,khitaab-yaafta
انتقالی رسوم,intiqaalii-rusuum
تگدار,tugdaar
رجوگنی,rajogunii
جہاں,dydhjahaan diidah
دوئ,duu
چھاپن,chhaapnaa
فنیاتی,fanniyaati
سپہری,sapahrii
علم آموز,ilm-aamoz
کابلی مٹر,kaablii-matar
باشندہ,bashinde
عزہ,ijhaat
سوتے میں,sote men
نقد ہوش,naqd-e-hosh
لئیرڈ,layard
مشتری,Mushtari
تیز تگ,tez-tag
مقام پردہ,maqaam-e-parda
ناک میں,dm khrn naak
تمناؤں,tamannaon
گرداب بلا,girdaab-e-balaa
یلدرم,Yaldirim
حفان,haffaan
شہلائی,shahlaaii
غلغلا,gulgulaa
لوگوں,wo
طاعت شعاری,taa'at-shi'aarii
خواہش نام,khvaahish-e-naam
جانتا,jaanta
واہمی,waahimi
مہتمم زر,muhtamim-e-zar
دسمبر,decemeber
نوک چوک,nok-chauk
اسراع,israa
بھروسہ,hamaara
سکھ سیج,sukh-sej
دو پلڑا,do-paldaa
صفیری,safiirii
نانک چندی اینٹ,naanak-chandii iint
نامدار,Namdar
فطری,fitri
بند,gulu band
مہر سجدہ,muhar-sajda
چاک گریبان,chaak-e-girebaan
بدھو,buddhu buddhu
سینہ زوری,siina-zorii
عبدالرزاق,Abdul Razaq
چارشنبہ,chaar-shamba
دیاند,Dianad
عالم زیریں,aalam-e-zeriin
طائرک بہار,taairak-e-bahaar
بھارتیا,bhaartiyaa
گندی گالی,gandii-gaalii
محلول,mahluul
کی,ko
لکھوا,likhwa
دل آرائی,dil-aaraaii
مرحبی,marhabii
خاک,qaak1
جنونی,junuuni
درد فزا,dard-fazaa
ریاست,Riaasat
نظر انداز کرنا,nazar-andaaz karnaa
وقت,waqte
امانت,bhi
مذعوف,maz'uuf
قمری,qumrii
نامعلومیت,naa-maa'luumiyat
لوٹتے,kutte lotte hain
شکار انداز,shikaar-andaaz
لا حاصل,laa-haasil
کران,kuraan
زلغہ,Zalgha
حیلینا,Helena
لنڈکری,lundkarii
گورنمنٹ ہاؤس,government-house
تدوین,Tadween
بڑھاوا,barhawa
دندکی,dandakyaa
واحد العین,vaahid-ul-'ain
چندمادی,chand-maadii
مختبر,mukhtasar
کریں گے,kareinge
موصولہ,mausuula
ہو,woh
عمائم,Amaaim
نیا,nayaa
جلنے,jlne
نفت انداز,naft-andaaz
دیئے,kar
ویلا,vailaa
کباڑا,kabaadaa
پاسکے,paske
ہے,liye
منتروں,mantron
مطلق ٹمپریچر,mutlaq-temperature
ساعت موعودہ,saa'at-e-mau'uuda
پیچھے,pichey
شمعوں,shamon
مطربو,mutribo
اعتراض,e
چوں چاں,chuun-chaan
بالا پن,baalaa-pan
سافسطائی,saafistaaii
تلے,tale
بلیک بال,blackball
امام عصر,imaam-e-'asr
نجیفہ,najiifa
عالمگیری,aalamgiri
غزنی,gaznii
جنوں,jinon
مرہم بہروز,marham-e-bahroz
قلویتی,qilviyyatii
چھاندو,chhaanduu
بوکز,box
واپسی,aatish
ویرانے,virane
تکوینی خصائص,takviinii-khasaais
ایشیاء,asia
نومینٹم,nomentum
کرافٹس مین,craftsman
ماہی,Maahi
مونچھ کی لڑائی,muunchh kii ladaaii
ادھاری,adhaarii
حمایتی,himaayati
بزی,busy
مجلس شوری,majlis-e-shuuraa
ہے,rehmat
آمنے سامنے,aamne-saamne
سنتوں,santon
وامق,vaamiq
جی کا روگ,jii kaa rog
سمجھوتہ,samjhotah
تنظیر,Tanzeer
خالد,Khaled
تفریح,tafreeh
مندر,mandir
کرنا,ada
نالہ شہنا,naala-shahnaa
گوہر باری,gauhar-baarii
تاریکی ایمان,taariikii-e-iimaan
جہلم,jhelum
فرشتوں,ya
منچلی,manchalii
وبدکردار,kirdaar
اپنے,to
گلہرا,gilahraa
سینہ بند,siina-band
طباطبائی,tabatabai
جے منگل,jai-mangal
محمود,mahmud
بردباری,burdbari
بھٹتی,bhat-tiitar
جمعیت,Jamiyyat
برصغیر,barre-e-sagheer
سموم,sumuum
عمرانی تحریک,imraanii tahriik
ہڑتال,hartaal
یا بخت,yaa-bakht
جلوت,jalvat
آنسہ,aanisa
